# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.381341743647e-10       4.175826773255e-15       3.515670807843e-13       2.323592706895e-19       8.285959790021e-09       4.560819959475e-10      -1.840536643460e-12 
    3       1.306090252706e-10       5.350738823774e-15       3.951459403304e-13       4.648062962600e-19       5.086968929724e-09       3.225668440373e-10      -1.393793194981e-12 
    4       1.235440074330e-10       4.626594994892e-15       3.695226975095e-13       7.748707226305e-19       3.522976269042e-09       2.438425231691e-10      -9.121458059758e-13 
    5       1.182607335054e-10       3.085420432458e-15       3.146794044803e-13       1.162665557085e-18       2.621510703321e-09       1.923939865654e-10      -5.066439199013e-13 
    6       1.146401461844e-10       1.725241321237e-15       2.534364589122e-13       1.628328690618e-18       2.042587633257e-09       1.563949545287e-10      -2.079556347486e-13 
    7       1.122828567978e-10       9.333111923177e-16       1.989897791748e-13       2.172020772571e-18       1.644359380667e-09       1.299943115028e-10      -1.757526834831e-14 
    8       1.109087585269e-10       6.037252171850e-16       1.571115564565e-13       2.793922775783e-18       1.356594590111e-09       1.099894083844e-10       7.944461305796e-14 
    9       1.102698331845e-10       4.858381115983e-16       1.290808084656e-13       3.494233309773e-18       1.140656430890e-09       9.448252799715e-11       1.064459755638e-13 
   10       1.101359013082e-10       4.149682322406e-16       1.135730496122e-13       4.273165744725e-18       9.737543380879e-10       8.220686922250e-11       8.927583686485e-14 
   11       1.104479134908e-10       3.497404099386e-16       1.079303142989e-13       5.130945212498e-18       8.334466119541e-10       7.302020888101e-11       5.202265733266e-14 
   12       1.110546981930e-10       3.058089978045e-16       1.090956279849e-13       6.067805552497e-18       7.284105753027e-10       6.456669631834e-11       1.226568536667e-14 
   13       1.119057010158e-10       2.941678161932e-16       1.143866239018e-13       7.083986269996e-18       6.421613109516e-10       5.770063644760e-11      -1.799996507807e-14 
   14       1.129532966818e-10       3.068443850656e-16       1.217829387272e-13       8.179729572360e-18       5.703862130118e-10       5.172041462343e-11      -3.451792223830e-14 
   15       1.141846453901e-10       3.321007150889e-16       1.299964709839e-13       9.355277544721e-18       5.099614563274e-10       4.668982794591e-11      -3.749775218627e-14 
   16       1.155249398587e-10       3.674167687918e-16       1.383648016569e-13       1.061086952114e-17       4.585756420436e-10       4.235384490474e-11      -3.090285753269e-14 
   17       1.170012581583e-10       4.183300379585e-16       1.466660565249e-13       1.194673970025e-17       4.144862521081e-10       3.856974974170e-11      -1.993081470474e-14 
   18       1.185506181868e-10       4.902662826467e-16       1.551615865857e-13       1.336311495252e-17       3.762160464320e-10       3.526911792602e-11      -9.467896624823e-15 
